TimeGenerated,URLS,HashType
6/24/2021 14:55,hxxps://anti-coronavirus[.]ru/,Malware
6/25/2021 14:55,hxxps://www[.]covid19healthcarelawyers[.]com/,Malware
6/26/2021 14:55,covid19healthcarelawyers[.]com,Malware
6/27/2021 14:55,hxxps://covid19healthcarelawyers[.]com/,Malware
6/28/2021 14:55,covid19[.]re,Malware
6/29/2021 14:55,hxxps://www[.]covid19[.]re/,Malware
6/30/2021 14:55,www[.]stopcovid19-sites[.]site,Malware
7/1/2021 14:55,hxxps://www[.]stopcovid19-sites[.]site/,Malware
7/2/2021 14:55,covid19nsw[.]ethan[.]link,Malware
7/3/2021 14:55,hxxps://covid19nsw[.]ethan[.]link/,Malware
7/4/2021 14:55,www[.]covid19[.]ajk[.]gov[.]pk,Malware
7/5/2021 14:55,hxxps://www[.]covid19[.]ajk[.]gov[.]pk/,Malware
7/6/2021 14:55,covid19-nagano[.]info,Malware
7/7/2021 14:55,hxxps://www[.]covid19-nagano[.]info/,Malware
7/8/2021 14:55,meadareacovid19response[.]com,Malware
7/9/2021 14:55,hxxps://meadareacovid19response[.]com/,Malware
7/10/2021 14:55,covid19[.]dannyhp[.]com,Malware
7/11/2021 14:55,hxxps://covid19[.]dannyhp[.]com/,Malware
7/12/2021 14:55,hxxps://coronavirussafetyshield[.]com/,Malware
7/13/2021 14:55,coronavirussafetyshield[.]com,Malware
7/14/2021 14:55,hxxps://www[.]coronavirussafetyshield[.]com/,Malware
7/15/2021 14:55,hxxps://www[.]covid19disposablemask[.]com/,Malware
7/16/2021 14:55,covid19disposablemask[.]com,Malware
7/17/2021 14:55,hxxps://covid19disposablemask[.]com/,Malware
7/18/2021 14:55,covid19[.]cvilleinnovation[.]org,Malware
7/19/2021 14:55,hxxps://covid19[.]cvilleinnovation[.]org/,Malware
7/20/2021 14:55,www[.]meadareacovid19response[.]com,Malware
7/21/2021 14:55,hxxps://www[.]meadareacovid19response[.]com/,Malware
7/22/2021 14:55,www[.]covid19hero[.]health,Malware
7/23/2021 14:55,hxxps://www[.]covid19hero[.]health/,Malware
7/24/2021 14:55,www[.]covid19[.]hlg[.]ch,Malware
7/25/2021 14:55,hxxps://www[.]covid19[.]hlg[.]ch/,Malware
7/26/2021 14:55,covid19[.]jordankeyes[.]tv,Malware
7/27/2021 14:55,hxxps://covid19[.]jordankeyes[.]tv/,Malware
7/28/2021 14:55,covid19-dev[.]dannyhp[.]com,Malware
7/29/2021 14:55,hxxps://covid19-dev[.]dannyhp[.]com/,Malware
7/30/2021 14:55,covid19loan[.]kutmb[.]my,Malware
7/31/2021 14:55,hxxps://www[.]covid19loan[.]kutmb[.]my/,Malware
8/1/2021 14:55,coronavirusnya[.]ru,Malware
8/2/2021 14:55,hxxps://www[.]coronavirusnya[.]ru/,Malware
8/3/2021 14:55,www[.]zcovid19[.]org,Malware
8/4/2021 14:55,hxxps://zcovid19[.]org/,Malware
8/5/2021 14:55,phoenixcovid19[.]com,Malware
8/6/2021 14:55,hxxps://www[.]phoenixcovid19[.]com/,Malware
8/7/2021 14:55,coronavirusgovtsample[.]com,Malware
8/8/2021 14:55,hxxps://www[.]coronavirusgovtsample[.]com/,Malware
8/9/2021 14:55,www[.]coronavirus[.]ru[.]net,Malware
8/10/2021 14:55,hxxps://www[.]coronavirus[.]ru[.]net/,Malware
8/11/2021 14:55,covid19[.]pandemicsurvivaladvisor[.]com,Malware
8/12/2021 14:55,hxxps://www[.]covid19[.]pandemicsurvivaladvisor[.]com/,Malware
8/13/2021 14:55,covid19watcher[.]com,Malware
8/14/2021 14:55,hxxps://covid19watcher[.]com/,Malware
8/15/2021 14:55,hxxps://www[.]covid19warmasks[.]com/,Malware
8/16/2021 14:55,www[.]covid19warmasks[.]com,Malware
8/17/2021 14:55,hxxps://covid19warmasks[.]com/,Malware
8/18/2021 14:55,coronavirusfilms[.]net,Malware
8/19/2021 14:55,hxxps://coronavirusfilms[.]net/,Malware
8/20/2021 14:55,www[.]covid19live[.]net,Malware
8/21/2021 14:55,hxxps://www[.]covid19live[.]net/,Malware
8/22/2021 14:55,coronavirus-covid-19[.]co[.]uk,Malware
8/23/2021 14:55,hxxps://coronavirus-covid-19[.]co[.]uk/,Malware
8/24/2021 14:55,coronavirus[.]imguh[.]com,Malware
8/25/2021 14:55,hxxps://coronavirus[.]imguh[.]com/,Malware
8/26/2021 14:55,covid19impact[.]yourhealthpro[.]net,Malware
8/27/2021 14:55,hxxps://covid19impact[.]yourhealthpro[.]net/,Malware
8/28/2021 14:55,covid19[.]flowtrac[.]com,Malware
8/29/2021 14:55,hxxps://covid19[.]flowtrac[.]com/,Malware
8/30/2021 14:55,www[.]coronaviruscardgame[.]com,Malware
8/31/2021 14:55,hxxps://www[.]coronaviruscardgame[.]com/,Malware
9/1/2021 14:55,www[.]covid19remboursemens[.]fr,Malware
9/2/2021 14:55,hxxps://www[.]covid19remboursemens[.]fr/,Malware
9/3/2021 14:55,tanggapcovid19[.]com,Malware
9/4/2021 14:55,hxxps://www[.]tanggapcovid19[.]com/,Malware
9/5/2021 14:55,www[.]covid19hunters[.]com,Malware
9/6/2021 14:55,hxxps://www[.]covid19hunters[.]com/,Malware
9/7/2021 14:55,covid19pe[.]tk,Malware
9/8/2021 14:55,hxxps://covid19pe[.]tk/,Malware
9/9/2021 14:55,covid19report[.]xyz,Malware
9/10/2021 14:55,hxxps://covid19report[.]xyz/,Malware
9/11/2021 14:55,www[.]covid19[.]mountsuaescola[.]com[.]br,Malware
9/12/2021 14:55,hxxps://www[.]covid19[.]mountsuaescola[.]com[.]br/,Malware
9/13/2021 14:55,covid19fighttogether[.]com,Malware
9/14/2021 14:55,hxxps://www[.]covid19fighttogether[.]com/,Malware
9/15/2021 14:55,coronavirustracker2020[.]com,Malware
9/16/2021 14:55,hxxps://coronavirustracker2020[.]com/,Malware
9/17/2021 14:55,covid19jp[.]info,Malware
9/18/2021 14:55,hxxps://covid19jp[.]info/,Malware
9/19/2021 14:55,covid19[.]bonzipal[.]com,Malware
9/20/2021 14:55,hxxps://www[.]covid19[.]bonzipal[.]com/,Malware
9/21/2021 14:55,hxxps://anti-covid19[.]ca/,Malware
9/22/2021 14:55,anti-covid19[.]ca,Malware
9/23/2021 14:55,hxxps://www[.]anti-covid19[.]ca/,Malware
9/24/2021 14:55,www[.]covid19city[.]com,Malware
9/25/2021 14:55,hxxps://www[.]covid19city[.]com/,Malware
9/26/2021 14:55,coronavirus-graph[.]ru,Malware
9/27/2021 14:55,hxxps://www[.]coronavirus-graph[.]ru/,Malware
9/28/2021 14:55,www[.]2020-covid19[.]org,Malware
9/29/2021 14:55,hxxps://www[.]2020-covid19[.]org/,Malware
9/30/2021 14:55,covid19[.]ajsinovacao[.]com[.]br,Malware
10/1/2021 14:55,hxxps://www[.]covid19[.]ajsinovacao[.]com[.]br/,Malware
10/2/2021 14:55,www[.]wbccovid19[.]org,Malware
10/3/2021 14:55,hxxps://www[.]wbccovid19[.]org/,Malware
10/4/2021 14:55,www[.]covid19maskarade[.]com,Malware
10/5/2021 14:55,hxxps://www[.]covid19maskarade[.]com/,Malware
10/6/2021 14:55,covid19-coronavirus[.]biz,Malware
10/7/2021 14:55,hxxps://www[.]covid19-coronavirus[.]biz/,Malware
10/8/2021 14:55,hxxps://irshelpcovid19[.]com/,Malware
10/9/2021 14:55,www[.]irshelpcovid19[.]com,Malware
10/10/2021 14:55,hxxps://www[.]irshelpcovid19[.]com/,Malware
10/11/2021 14:55,www[.]coronavirus-remember[.]com,Malware
10/12/2021 14:55,hxxps://www[.]coronavirus-remember[.]com/,Malware
10/13/2021 14:55,hxxps://www[.]coronacovid19[.]motorizados[.]site/,Malware
10/14/2021 14:55,www[.]covid19globalinfo[.]com,Malware
10/15/2021 14:55,hxxps://www[.]covid19globalinfo[.]com/,Malware
10/16/2021 14:55,covid19[.]romain-steinmetz[.]fr,Malware
10/17/2021 14:55,hxxps://covid19[.]romain-steinmetz[.]fr/,Malware
10/18/2021 14:55,admin[.]jamcovid19[.]moh[.]gov[.]jm,Malware
10/19/2021 14:55,hxxps://admin[.]jamcovid19[.]moh[.]gov[.]jm/,Malware
10/20/2021 14:55,www[.]coronavirusbuyersguide[.]com,Malware
10/21/2021 14:55,hxxps://www[.]coronavirusbuyersguide[.]com/,Malware
10/22/2021 14:55,hxxps://www[.]communicatingduringcovid19[.]com/,Malware
10/23/2021 14:55,foffcovid19[.]com,Malware
10/24/2021 14:55,hxxps://www[.]foffcovid19[.]com/,Malware
10/25/2021 14:55,covid19-sepaco[.]onrender[.]com,Malware
10/26/2021 14:55,hxxps://covid19-sepaco[.]onrender[.]com/,Malware
10/27/2021 14:55,utiadultocovid19[.]inovacaoeinstein[.]com[.]br,Malware
10/28/2021 14:55,hxxps://utiadultocovid19[.]inovacaoeinstein[.]com[.]br/,Malware
10/29/2021 14:55,www[.]kansascitycovid19relief[.]com,Malware
10/30/2021 14:55,hxxps://www[.]kansascitycovid19relief[.]com/,Malware
10/31/2021 14:55,covid19central[.]locktondunningbenefits[.]com,Malware
11/1/2021 14:55,hxxps://www[.]covid19central[.]locktondunningbenefits[.]com/,Malware
11/2/2021 14:55,www[.]coronavirus[.]degree,Malware
11/3/2021 14:55,hxxps://www[.]coronavirus[.]degree/,Malware
11/4/2021 14:55,www[.]coronavirus-t-shirts[.]com,Malware
11/5/2021 14:55,hxxps://coronavirus-t-shirts[.]com/,Malware
11/6/2021 14:55,hxxps://covid19-test[.]se/,Malware
11/7/2021 14:55,www[.]covid19[.]econvivial[.]org,Malware
11/8/2021 14:55,hxxps://www[.]covid19[.]econvivial[.]org/,Malware
11/9/2021 14:55,covid19-response[.]informaticslab[.]co[.]uk,Malware
11/10/2021 14:55,hxxps://covid19-response[.]informaticslab[.]co[.]uk/,Malware
11/11/2021 14:55,covid19[.]hackbotone[.]com,Malware
11/12/2021 14:55,hxxps://covid19[.]hackbotone[.]com/,Malware
11/13/2021 14:55,covid19rc[.]legalshieldbenefits[.]com,Malware
11/14/2021 14:55,hxxps://covid19rc[.]legalshieldbenefits[.]com/,Malware
11/15/2021 14:55,coronavirus[.]senat-oesterreich[.]at,Malware
11/16/2021 14:55,hxxps://coronavirus[.]senat-oesterreich[.]at/,Malware
11/17/2021 14:55,covid19-portoseguro[.]drsintomas[.]com[.]br,Malware
11/18/2021 14:55,hxxps://covid19-portoseguro[.]drsintomas[.]com[.]br/,Malware
11/19/2021 14:55,hxxps://caninetags[.]ga/sharedocxCOVID19/1/index[.]php,Malware
11/20/2021 14:55,hxxps://caninetags[.]ga/sharedocxCOVID19/1/sf8743rg387efg9823983[.]html?cmd=login_submit=4d9e6499597707a2b6c723a1555b9e084d9e6499597707a2b6c723a1555b9e08=4d9e6499597707a2b6c723a1555b9e084d9e6499597707a2b6c723a1555b9e08,Malware
11/21/2021 14:55,anti-covid19[.]fr,Malware
